transaccion_id,perfil_id,version_perfil_aplicada,fecha,descripcion_original,descripcion_normalizada,valor,moneda,direccion,tipo_movimiento,categoria_principal,subcategoria,finalidad,esencialidad,relacion_actividad,relacion_hobby,meta_relacionada,nota_usuario,es_recurrente,estado_clasificacion,estado_alcance_mvp,requiere_confirmacion,motivo_confirmacion,evidencia_contextual,confianza_objetivo,etiqueta_revisada,canal,particion,historia_financiera_controlada,es_sintetico,version_taxonomia,version_esquema,estado_ingreso_perfil,regularidad_movimiento,modalidad_ingreso_observada,categoria_confirmada_usuario,confirmacion_usuario,fuente_etiqueta,ocurrencias_previas_90d,meses_previos_con_movimiento,dias_desde_movimiento_similar,variacion_valor_previa_pct,historial_regularidad_disponible,criterio_regularidad,fuente_regularidad,regularidad_confirmada_usuario,huella_registro
TX_0069_0053,PERF_0069,perfil_estructurado_v2.0,2026-05-15,FACTURA INTERNET,factura internet,389000,COP,salida,gasto,Servicios,internet,consumo_mixto,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:factura internet,0.945,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,2,1,0,44.06,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,b900eb2bae11705b6221e1269f950918bdc9e54c007e8f16fec8d3a0805b81cd
TX_0069_0054,PERF_0069,perfil_estructurado_v2.0,2026-05-15,VENTA PRODUCTOS AGRICOLAS,venta productos agricolas,3312000,COP,entrada,ingreso_generado,Ventas y actividad comercial,venta de productos,generacion_ingreso,productiva,agricultura,,,,si,clasificada,dentro_del_mvp,no,,actividad_cuoc:61131,0.98,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,variable,Ventas y actividad comercial,si,historia_controlada_y_confirmacion_usuario,1,1,35,,si,modalidad_de_ingreso_observada,historia_controlada_mvp_v2,no,e5ed63856a208a9ee8acaedaf69446a17c93110fb5d80706e2eea014690e1f40
TX_0069_0055,PERF_0069,perfil_estructurado_v2.0,2026-05-19,CAFE,cafe,203000,COP,salida,gasto,Alimentación,cafetería,consumo_personal,discrecional,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:cafe,0.861,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Alimentación,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,fecba3c0cf145f52487e949d67c82ebc2a6a63ca08823876b83c6620fd07caf9
TX_0069_0056,PERF_0069,perfil_estructurado_v2.0,2026-05-20,FACTURA INTERNET,factura internet,318000,COP,salida,gasto,Servicios,internet,consumo_mixto,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:factura internet,0.934,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,3,1,5,34.88,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,7945a59e4f4741434743a8c493b42d331a07707fef99470c7707401d3d42d7a3
TX_0069_0057,PERF_0069,perfil_estructurado_v2.0,2026-05-20,FACTURA INTERNET,factura internet,383000,COP,salida,gasto,Servicios,internet,consumo_mixto,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:factura internet,0.873,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,4,1,0,31.23,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,fe27206557b66fcd728675bcb664e2ee9458a8fd93b85f2a7be389454d4d1f44
TX_0069_0058,PERF_0069,perfil_estructurado_v2.0,2026-05-20,CAFETERIA,cafeteria,132000,COP,salida,gasto,Alimentación,cafetería,consumo_personal,discrecional,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:cafeteria,0.882,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Alimentación,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,973659c36875446eb5701511e5ffb3f064f5afcdd0d56a5511007620af91fa43
TX_0069_0059,PERF_0069,perfil_estructurado_v2.0,2026-05-20,FACTURA ENERGIA,factura energia,452000,COP,salida,gasto,Servicios,energía,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:factura energia,0.898,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,3,1,8,36.72,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,c87ae771d8e72de1d6191f85106bb72cc8b3d91ce9f96f1673a39f3184ae33ec
TX_0069_0060,PERF_0069,perfil_estructurado_v2.0,2026-05-23,ACCESORIOS PERSONALES,accesorios personales,111000,COP,salida,gasto,Vestimenta,accesorios,consumo_personal,discrecional,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:accesorios personales,0.95,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Vestimenta,si,historia_controlada_y_confirmacion_usuario,2,1,13,4.31,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,6c470b204bca2c5f2c6a5d1caa33793a76c050bf87784b3f2d583ee16d84ab3e
TX_0069_0061,PERF_0069,perfil_estructurado_v2.0,2026-05-24,SEMILLAS Y ABONO,semillas y abono,504000,COP,salida,gasto,Inversión productiva,equipos y maquinaria,laboral,productiva,agricultura,,,,si,clasificada,dentro_del_mvp,no,,actividad:agricultura | descripcion:semillas y abono,0.868,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Inversión productiva,si,historia_controlada_y_confirmacion_usuario,3,1,24,36.29,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,8be14941e4e9421e5a27c260f78fc1a26ba0ec986a79fd4c9fd2445981a4e3f1
TX_0069_0062,PERF_0069,perfil_estructurado_v2.0,2026-05-25,LIBRERIA,libreria,226000,COP,salida,gasto,Educación,libros,consumo_mixto,productiva,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:libreria,0.909,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Educación,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,4943425ba0b57a87314fb714926a0a3361b6a1b1d21ec4fe22db2a154c4f6be3
TX_0069_0063,PERF_0069,perfil_estructurado_v2.0,2026-05-27,UTENSILIOS REPOSTERIA,utensilios reposteria,189000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,cocina_y_reposteria,,,no,clasificada,dentro_del_mvp,no,,hobby:cocina_y_reposteria | descripcion:utensilios reposteria,0.869,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,48971c74ccf7cae62ccf625e24535727817a03f84410e9310de49e07d0133149
TX_0069_0064,PERF_0069,perfil_estructurado_v2.0,2026-05-29,TRANSFERENCIA AYUDA,transferencia ayuda,380000,COP,salida,transferencia_apoyo,Transferencias y apoyo,ayuda,apoyo_terceros,compromiso,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:transferencia ayuda,0.956,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Transferencias y apoyo,si,historia_controlada_y_confirmacion_usuario,1,1,43,,si,recurrencia_de_apoyo_observada,historia_controlada_mvp_v2,no,578128ede11743d7b5175571ba378601a7cd1bd37c6d3fe506cbd214eee7d8fe
TX_0069_0065,PERF_0069,perfil_estructurado_v2.0,2026-05-29,DONACION,donacion,194000,COP,salida,transferencia_apoyo,Transferencias y apoyo,donación,apoyo_terceros,discrecional,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:donacion,0.944,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Transferencias y apoyo,si,historia_controlada_y_confirmacion_usuario,1,0,27,,no,recurrencia_de_apoyo_observada,historia_controlada_mvp_v2,no,63024be76852e1b7aeb6da260ae7439ddb71def0e8e8c1fc288e1f1dbaa712a7
TX_0069_0066,PERF_0069,perfil_estructurado_v2.0,2026-05-31,SUPERMERCADO,supermercado,398000,COP,salida,gasto,Alimentación,mercado,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:supermercado,0.902,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Alimentación,si,historia_controlada_y_confirmacion_usuario,1,1,37,,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,d64e0535971b485fa9d773991d21ccda67558c6e30dcc5c6958441b0be100bd0
TX_0069_0067,PERF_0069,perfil_estructurado_v2.0,2026-06-01,PAGO ARRIENDO,pago arriendo,1573000,COP,salida,gasto,Vivienda,arriendo,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:pago arriendo,0.867,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Vivienda,si,historia_controlada_y_confirmacion_usuario,2,2,29,15.26,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,36d00a87d48598360e53f1015c3e6da90082e8010337b6ee6dbfff0c37b2bf39
TX_0069_0068,PERF_0069,perfil_estructurado_v2.0,2026-06-01,VIVERO URBANO,vivero urbano,193000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,jardineria_y_agricultura_urbana,,,no,clasificada,dentro_del_mvp,no,,hobby:jardineria_y_agricultura_urbana | descripcion:vivero urbano,0.913,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,3fc05458f48fb4389e8db3a4636ae9461b1fc910dfb5575ea6cec131f6d49b88
TX_0069_0069,PERF_0069,perfil_estructurado_v2.0,2026-06-02,INGREDIENTES ESPECIALES,ingredientes especiales,346000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,cocina_y_reposteria,,,no,clasificada,dentro_del_mvp,no,,hobby:cocina_y_reposteria | descripcion:ingredientes especiales,0.863,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,29a535ea7946fa9bf05d352cc4776b21b0e57c14009a88ee181a99704bc32df2
TX_0069_0070,PERF_0069,perfil_estructurado_v2.0,2026-06-03,SUPERMERCADO,supermercado,322000,COP,salida,gasto,Alimentación,mercado,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:supermercado,0.869,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Alimentación,si,historia_controlada_y_confirmacion_usuario,2,2,3,44.73,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,818c2363e370a5dcc4175ed74a1bf403a02b0e751a5fbe4e2b84ce5816475850
TX_0069_0071,PERF_0069,perfil_estructurado_v2.0,2026-06-06,SEGURO SALUD,seguro salud,275000,COP,salida,gasto,Salud,seguro,consumo_personal,esencial,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:seguro salud,0.968,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Salud,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,863e6964efe3ef0de47c2afd426367096548564161db3c558592ba473a156275
TX_0069_0072,PERF_0069,perfil_estructurado_v2.0,2026-06-08,ENTRADA EVENTO,entrada evento,317000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,cocina_y_reposteria,,,si,clasificada,dentro_del_mvp,no,,hobby:cocina_y_reposteria | descripcion:entrada evento,0.989,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,1,1,57,,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,8f23043db87d26316404189a09e4fb992292c89b7a5a30857a5e44b6c94f5c8f
TX_0069_0073,PERF_0069,perfil_estructurado_v2.0,2026-06-12,FACTURA INTERNET,factura internet,463000,COP,salida,gasto,Servicios,internet,consumo_mixto,esencial,,,,,si,ambigua,dentro_del_mvp,si,uso_personal_o_laboral_no_resoluble_por_el_texto_bancario,descripcion:factura internet,0.465,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,5,2,23,27.67,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,054b53f72d3ea3f4499426a6eadca3992a2a2ba57b68545a510ff7c979bdcc1d
TX_0069_0074,PERF_0069,perfil_estructurado_v2.0,2026-06-12,FACTURA ENERGIA,factura energia,461000,COP,salida,gasto,Servicios,energía,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:factura energia,0.95,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,4,2,23,32.76,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,a98611492afb14a3922631c7efac0c61c122c6f9cf4d0e345b9cf01dc01df4ac
TX_0069_0075,PERF_0069,perfil_estructurado_v2.0,2026-06-12,MATERA Y SUSTRATO,matera y sustrato,264000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,jardineria_y_agricultura_urbana,,,no,clasificada,dentro_del_mvp,no,,hobby:jardineria_y_agricultura_urbana | descripcion:matera y sustrato,0.913,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,ea9398ae92c1e615b2accdbacca250593ce14cd84a685e4436a74fd3c14fbad8
TX_0069_0076,PERF_0069,perfil_estructurado_v2.0,2026-06-12,PLAN CELULAR,plan celular,314000,COP,salida,gasto,Servicios,telefonía,consumo_mixto,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:plan celular,0.972,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,1,1,35,,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,ff8d22610707785f09f398163113fd733af411092f067b9ef4019a4b6b7c346b
TX_0069_0077,PERF_0069,perfil_estructurado_v2.0,2026-06-13,TRANSPORTE COSECHA,transporte cosecha,547000,COP,salida,gasto,Inversión productiva,adecuaciones,laboral,productiva,agricultura,,,,no,clasificada,dentro_del_mvp,no,,actividad:agricultura | descripcion:transporte cosecha,0.977,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Inversión productiva,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,5d63693cfd9f5f20f784d23e428522d1d90067a04c1a978f1f2e488004b50f99
TX_0069_0078,PERF_0069,perfil_estructurado_v2.0,2026-06-14,ZAPATERIA,zapateria,205000,COP,salida,gasto,Vestimenta,calzado,consumo_personal,discrecional,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:zapateria,0.896,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Vestimenta,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,5136082269d99718948ab40bd405fd143ca7e72a2052348cb2c231775b3b9f5f
TX_0069_0079,PERF_0069,perfil_estructurado_v2.0,2026-06-15,APP DOMICILIO COMIDA,app domicilio comida,231000,COP,salida,gasto,Alimentación,domicilio,consumo_personal,discrecional,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:app domicilio comida,0.913,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Alimentación,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,3a0ee6bba79d15ed1e222d7c05de3f868a7a514baa10409877b79ef1e6513aa3
TX_0069_0080,PERF_0069,perfil_estructurado_v2.0,2026-06-15,MATERA Y SUSTRATO,matera y sustrato,227000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,jardineria_y_agricultura_urbana,,,no,clasificada,dentro_del_mvp,no,,hobby:jardineria_y_agricultura_urbana | descripcion:matera y sustrato,0.909,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,1,0,3,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,a96a92239b6d64c536f1e48fe0f5b06b7a8d68f58950652d50cb87be6f4447d1
TX_0069_0081,PERF_0069,perfil_estructurado_v2.0,2026-06-15,FACTURA AGUA,factura agua,455000,COP,salida,gasto,Servicios,agua,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:factura agua,0.939,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,2,2,31,17.7,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,0a7a0216d8d21193146a13ddabf5acbe8cbffd269d93dfcdff7842cd1595087d
TX_0069_0082,PERF_0069,perfil_estructurado_v2.0,2026-06-16,CONSULTA MEDICA,consulta medica,523000,COP,salida,gasto,Salud,consulta,consumo_personal,esencial,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:consulta medica,0.861,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Salud,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,f2f06fc791d602b77557322636552095364a99c881c80897c6951ea6bead5b2a
TX_0069_0083,PERF_0069,perfil_estructurado_v2.0,2026-06-17,REPUESTO TRANSPORTE,repuesto transporte,204000,COP,salida,gasto,Transporte,mantenimiento,consumo_mixto,mixta,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:repuesto transporte,0.861,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Transporte,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,876fa5cc37f089ce2041c1f000f5c47d38d244b32ea4eb4aa8f0cdb0b4c168a7
TX_0069_0084,PERF_0069,perfil_estructurado_v2.0,2026-06-18,DONACION,donacion,214000,COP,salida,transferencia_apoyo,Transferencias y apoyo,donación,apoyo_terceros,discrecional,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:donacion,0.922,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Transferencias y apoyo,si,historia_controlada_y_confirmacion_usuario,2,1,20,33.79,si,recurrencia_de_apoyo_observada,historia_controlada_mvp_v2,no,4bc948188f3a0bd843cec57a9f9237a2555412ce681d935bf17221791beb27b5
TX_0069_0085,PERF_0069,perfil_estructurado_v2.0,2026-06-19,CURSO DE COCINA,curso de cocina,323000,COP,salida,gasto,Ocio,eventos,hobby,protegida,,cocina_y_reposteria,,,no,clasificada,dentro_del_mvp,no,,hobby:cocina_y_reposteria | descripcion:curso de cocina,0.919,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Ocio,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,faaaee8614d0d12e097f5e7edd9c753c50be9ea78cb373e02919cf5e8bc2d61c
TX_0069_0086,PERF_0069,perfil_estructurado_v2.0,2026-06-19,ABONO MERCADO CAMPESINO,abono mercado campesino,849000,COP,entrada,ingreso_generado,Ventas y actividad comercial,venta de productos,generacion_ingreso,productiva,agricultura,,,,no,clasificada,dentro_del_mvp,no,,actividad_cuoc:61131,0.98,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,variable,Ventas y actividad comercial,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,modalidad_de_ingreso_observada,historia_controlada_mvp_v2,no,41abbca03904340d295d84f2b5b12b5d4706db6325653b44214f354f05bcd22b
TX_0069_0087,PERF_0069,perfil_estructurado_v2.0,2026-06-20,RECARGA TRANSPORTE,recarga transporte,425000,COP,salida,gasto,Transporte,público,consumo_personal,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:recarga transporte,0.93,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Transporte,si,historia_controlada_y_confirmacion_usuario,2,2,49,34.38,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,6a5d806fdba1619ebea3e07335dd63f9b7deb65e277914a6e11652095b2160e7
TX_0069_0088,PERF_0069,perfil_estructurado_v2.0,2026-06-20,FACTURA INTERNET,factura internet,256000,COP,salida,gasto,Servicios,internet,consumo_mixto,esencial,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:factura internet,0.897,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,,Servicios,si,historia_controlada_y_confirmacion_usuario,6,2,8,26.51,si,compromiso_periodico_predecible,regla_semantica_mvp_v3,no,0b0c83c99ffa4087b10c8cbb3deca065c8a601d13f3fcadee044ea6fd93b36e6
TX_0069_0089,PERF_0069,perfil_estructurado_v2.0,2026-06-20,LIBRO DIGITAL,libro digital,123000,COP,salida,gasto,Educación,libros,consumo_mixto,productiva,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:libro digital,0.972,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Educación,si,historia_controlada_y_confirmacion_usuario,1,1,46,,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,1bd383605cd784efd24ed6f3c3a2b3a492424d40ea1b2aea6bdd66b9f779a02e
TX_0069_0090,PERF_0069,perfil_estructurado_v2.0,2026-06-21,VENTA PRODUCTOS AGRICOLAS,venta productos agricolas,765000,COP,entrada,ingreso_generado,Ventas y actividad comercial,venta de productos,generacion_ingreso,productiva,agricultura,,,,si,clasificada,dentro_del_mvp,no,,actividad_cuoc:61131,0.98,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,fijo,variable,Ventas y actividad comercial,si,historia_controlada_y_confirmacion_usuario,2,2,37,15.8,si,modalidad_de_ingreso_observada,historia_controlada_mvp_v2,no,f1b7ed455407bd797e7014ca3b2648993b633e074de432b87f9ac1f02325d090
TX_0069_0091,PERF_0069,perfil_estructurado_v2.0,2026-06-23,VIAJE MOVILIDAD,viaje movilidad,316000,COP,salida,gasto,Transporte,aplicaciones,consumo_personal,discrecional,,,,,si,clasificada,dentro_del_mvp,no,,descripcion:viaje movilidad,0.931,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Transporte,si,historia_controlada_y_confirmacion_usuario,1,1,70,,si,recurrente_con_monto_o_decision_variable,regla_semantica_mvp_v3,no,180ee972f73fc40079fd1eb92e5c18473e1b34327bb9bf21b2ee9b7d318837d4
TX_0069_0092,PERF_0069,perfil_estructurado_v2.0,2026-06-23,DESEMBOLSO CREDITO BANCO,desembolso credito banco,674000,COP,entrada,financiacion_recibida,Deuda y financiación recibida,desembolso de crédito,liquidez_financiada,financiacion,,,,,no,clasificada,dentro_del_mvp,no,,descripcion_bancaria_explicita,0.99,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,variable,Deuda y financiación recibida,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,modalidad_de_ingreso_observada,historia_controlada_mvp_v2,no,5bc13d696aca50f46daf779bffd8df0bbc48d55db76dba1d5bfdbac1645b9f9f
TX_0069_0093,PERF_0069,perfil_estructurado_v2.0,2026-06-24,HERRAMIENTA EDUCATIVA,herramienta educativa,215000,COP,salida,gasto,Educación,herramientas,laboral,productiva,,,,,no,clasificada,dentro_del_mvp,no,,descripcion:herramienta educativa,0.884,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,,Educación,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,compra_o_consumo_no_periodico,regla_semantica_mvp_v3,no,b59f1340f6c4ac31e5bf46884164f42e0e5ec9595e8b6dea7aac13aa780a1ae5
TX_0069_0094,PERF_0069,perfil_estructurado_v2.0,2026-06-24,REVERSO COMPRA TARJETA,reverso compra tarjeta,120000,COP,entrada,devolucion,Devoluciones y reembolsos,reversión,recuperacion_de_gasto,neutral,,,,,no,clasificada,dentro_del_mvp,no,,descripcion_bancaria_explicita,0.98,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,variable,Devoluciones y reembolsos,si,historia_controlada_y_confirmacion_usuario,0,0,,,no,modalidad_de_ingreso_observada,historia_controlada_mvp_v2,no,fc3523ff0f58449cf92791a5bde30fc6ccf76e75131a1197e91aa81c08e2b44f
TX_0069_0095,PERF_0069,perfil_estructurado_v2.0,2026-06-26,ABONO MERCADO CAMPESINO,abono mercado campesino,1606000,COP,entrada,ingreso_generado,Ventas y actividad comercial,venta de productos,generacion_ingreso,productiva,agricultura,,,,no,clasificada,dentro_del_mvp,no,,actividad_cuoc:61131,0.98,si,bancario,validation,fragilidad_sostenida,si,transacciones_mvp_v3.0,fincoach_mvp_estructurado_v3.0,variable,variable,variable,Ventas y actividad comercial,si,historia_controlada_y_confirmacion_usuario,1,0,7,,no,modalidad_de_ingreso_observada,historia_controlada_mvp_v2,no,767fa7f8b9f4b5fe7319bf10cc302cb6bd5e05f4d4bb766446a19890db6a254c
