perfil_id,descripcion_visible,actividad_1_familia,alcance_perfil,particion_perfil,es_sintetico,ventana_id,periodo_desde,periodo_hasta,estado_modelo,estado_calculo_modelo,confianza_pct,particion_estado,ventana_recomendacion,periodo_desde_recomendacion,periodo_hasta_recomendacion,estado_trayectoria,estado_motor,recomendacion_id,decision,fuente_seleccion,revision_humana,guardas_aplicadas,transacciones_disponibles,regularidades_observadas,eventos_inusuales_observados,estado_coherente,ventana_coherente,periodo_coherente,particion_coherente,recorrido_completo
PERF_0106,Trabajo como vendedor de tienda. También genero ingresos con disc jockey. Quiero mejorar vivienda. Tengo como responsabilidad apoyo parcial a dos familiares.,ventas_al_por_menor,dentro_del_mvp,train,si,VEN_0106_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,96.39,train,VEN_0106_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,90,4,3,True,True,True,True,True
PERF_0107,Trabajo como editor de video. En mi tiempo libre disfruto turismo y viajes.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,train,si,VEN_0107_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,98.11,train,VEN_0107_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,93,1,2,True,True,True,True,True
PERF_0108,Trabajo como docente de educación básica secundaria. En mi tiempo libre disfruto impresion 3d y cocina y reposteria. Quiero crear fondo emergencia. Tengo como responsabilidad medicamentos de un familiar.,docencia_y_formacion,dentro_del_mvp,train,si,VEN_0108_3,2026-04-01,2026-06-30,variable_resiliente,calculado,91.84,train,VEN_0108_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,95,3,1,True,True,True,True,True
PERF_0109,Trabajo como horticultor. Quiero ampliar actividad economica. Tengo como responsabilidad medicamentos de un familiar.,agricultura,dentro_del_mvp,train,si,VEN_0109_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,99.11,train,VEN_0109_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,95,3,8,True,True,True,True,True
PERF_0110,Trabajo como barbero. También genero ingresos con horticultor. En mi tiempo libre disfruto ciclismo.,peluqueria_y_barberia,dentro_del_mvp,train,si,VEN_0110_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,80.44,train,VEN_0110_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_REVISAR_CAMBIO_RECIENTE,solicitar_contexto,modelo_restringido,requerida,cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,91,2,4,True,True,True,True,True
PERF_0111,Trabajo como ingeniero de software. En mi tiempo libre disfruto pintura y cocina y reposteria. Tengo como responsabilidad ninguna declarada.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,train,si,VEN_0111_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,98.37,train,VEN_0111_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,100,3,4,True,True,True,True,True
PERF_0112,Trabajo como nutricionista dietista. También genero ingresos con docente de educación básica secundaria. En mi tiempo libre disfruto cocina y reposteria y fotografia y video. Quiero comprar bicicleta.,nutricion_y_dietetica,dentro_del_mvp,train,si,VEN_0112_3,2026-04-01,2026-06-30,situacion_critica,calculado,98.32,train,VEN_0112_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,94,2,5,True,True,True,True,True
PERF_0113,Trabajo como disc jockey. También genero ingresos con repartidor de domicilios.,musica_y_entretenimiento_dj,dentro_del_mvp,validation,si,VEN_0113_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,97.32,validation,VEN_0113_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,93,1,3,True,True,True,True,True
PERF_0114,Trabajo como ciclista. También genero ingresos con nutricionista dietista. En mi tiempo libre disfruto musica. Quiero comprar equipo de trabajo. Tengo como responsabilidad aporte hogar compartido.,deporte_competitivo_ciclismo,dentro_del_mvp,train,si,VEN_0114_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,98.64,train,VEN_0114_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,94,2,6,True,True,True,True,True
PERF_0115,Trabajo como repartidor de domicilios. En mi tiempo libre disfruto fotografia y video y manualidades y artesanias. Tengo como responsabilidad medicamentos de un familiar.,domicilios_mensajeria_y_reparto,dentro_del_mvp,train,si,VEN_0115_3,2026-04-01,2026-06-30,variable_resiliente,calculado,66.74,train,VEN_0115_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,99,3,5,True,True,True,True,True
PERF_0116,Trabajo como vendedor de tienda. En mi tiempo libre disfruto videojuegos y streaming. Quiero hacer certificacion profesional. Tengo como responsabilidad apoyo parcial a dos familiares.,ventas_al_por_menor,dentro_del_mvp,train,si,VEN_0116_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,98.07,train,VEN_0116_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,96,1,2,True,True,True,True,True
PERF_0117,Trabajo como editor de video. También genero ingresos con barbero. En mi tiempo libre disfruto turismo y viajes.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,train,si,VEN_0117_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,68.6,train,VEN_0117_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,requerida,cobertura_esencial_menor_a_un_mes | cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,100,2,4,True,True,True,True,True
PERF_0118,Trabajo como docente de educación básica secundaria. También genero ingresos con ciclista. En mi tiempo libre disfruto impresion 3d y videojuegos y streaming. Quiero mejorar vivienda.,docencia_y_formacion,dentro_del_mvp,train,si,VEN_0118_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,100.0,train,VEN_0118_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,90,3,5,True,True,True,True,True
PERF_0119,Trabajo como horticultor. También genero ingresos con editor de video. En mi tiempo libre disfruto jardineria y agricultura urbana y manualidades y artesanias. Quiero mejorar vivienda.,agricultura,dentro_del_mvp,train,si,VEN_0119_3,2026-04-01,2026-06-30,situacion_critica,calculado,97.78,train,VEN_0119_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,99,2,4,True,True,True,True,True
PERF_0120,Trabajo como barbero. En mi tiempo libre disfruto ciclismo y videojuegos y streaming. Tengo como responsabilidad gastos de un hijo.,peluqueria_y_barberia,dentro_del_mvp,train,si,VEN_0120_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,98.42,train,VEN_0120_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,98,2,1,True,True,True,True,True
PERF_0121,Trabajo como ingeniero de software. En mi tiempo libre disfruto pintura.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,train,si,VEN_0121_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,94.96,train,VEN_0121_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,90,2,4,True,True,True,True,True
PERF_0122,Trabajo como nutricionista dietista. También genero ingresos con disc jockey. En mi tiempo libre disfruto cocina y reposteria. Quiero hacer certificacion profesional.,nutricion_y_dietetica,dentro_del_mvp,train,si,VEN_0122_3,2026-04-01,2026-06-30,variable_resiliente,calculado,94.45,train,VEN_0122_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,95,2,8,True,True,True,True,True
PERF_0123,Trabajo como disc jockey. También genero ingresos con editor de video. Quiero hacer viaje.,musica_y_entretenimiento_dj,dentro_del_mvp,train,si,VEN_0123_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,99.48,train,VEN_0123_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,90,2,3,True,True,True,True,True
PERF_0124,Trabajo como ciclista. En mi tiempo libre disfruto musica. Quiero comprar equipo de trabajo. Tengo como responsabilidad medicamentos de un familiar.,deporte_competitivo_ciclismo,dentro_del_mvp,train,si,VEN_0124_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,87.65,train,VEN_0124_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,requerida,cobertura_esencial_menor_a_un_mes | cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,95,1,4,True,True,True,True,True
PERF_0125,Trabajo como repartidor de domicilios. En mi tiempo libre disfruto fotografia y video y manualidades y artesanias. Tengo como responsabilidad aporte hogar compartido.,domicilios_mensajeria_y_reparto,dentro_del_mvp,train,si,VEN_0125_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,97.41,train,VEN_0125_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,90,2,1,True,True,True,True,True
PERF_0126,Trabajo como vendedor de tienda. Tengo como responsabilidad medicamentos de un familiar.,ventas_al_por_menor,dentro_del_mvp,train,si,VEN_0126_3,2026-04-01,2026-06-30,situacion_critica,calculado,98.66,train,VEN_0126_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,94,4,1,True,True,True,True,True
PERF_0127,Trabajo como editor de video. En mi tiempo libre disfruto turismo y viajes y impresion 3d. Quiero hacer certificacion profesional. Tengo como responsabilidad apoyo parcial a dos familiares.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,train,si,VEN_0127_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,98.49,train,VEN_0127_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,95,2,5,True,True,True,True,True
PERF_0128,Trabajo como docente de educación básica secundaria. En mi tiempo libre disfruto impresion 3d y cocina y reposteria.,docencia_y_formacion,dentro_del_mvp,train,si,VEN_0128_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,94.57,train,VEN_0128_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,98,2,2,True,True,True,True,True
PERF_0129,Trabajo como horticultor. Quiero ampliar actividad economica.,agricultura,dentro_del_mvp,train,si,VEN_0129_3,2026-04-01,2026-06-30,variable_resiliente,calculado,86.25,train,VEN_0129_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,100,2,7,True,True,True,True,True
PERF_0130,Trabajo como barbero. Quiero mejorar vivienda.,peluqueria_y_barberia,dentro_del_mvp,train,si,VEN_0130_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,99.2,train,VEN_0130_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,95,1,2,True,True,True,True,True
PERF_0131,Trabajo como ingeniero de software. En mi tiempo libre disfruto pintura. Quiero crear fondo emergencia. Tengo como responsabilidad aporte hogar compartido.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,train,si,VEN_0131_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,82.03,train,VEN_0131_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_REVISAR_CAMBIO_RECIENTE,solicitar_contexto,modelo_restringido,requerida,cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,93,2,6,True,True,True,True,True
PERF_0132,Trabajo como nutricionista dietista. En mi tiempo libre disfruto cocina y reposteria. Quiero pagar deuda. Tengo como responsabilidad aporte hogar compartido.,nutricion_y_dietetica,dentro_del_mvp,test,si,VEN_0132_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,92.69,test,VEN_0132_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,91,3,3,True,True,True,True,True
PERF_0133,Trabajo como disc jockey. También genero ingresos con barbero. En mi tiempo libre disfruto manualidades y artesanias. Tengo como responsabilidad ninguna declarada.,musica_y_entretenimiento_dj,dentro_del_mvp,test,si,VEN_0133_3,2026-04-01,2026-06-30,situacion_critica,calculado,98.99,test,VEN_0133_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,97,2,4,True,True,True,True,True
PERF_0134,Trabajo como ciclista. En mi tiempo libre disfruto musica y cocina y reposteria. Quiero comprar equipo de trabajo.,deporte_competitivo_ciclismo,dentro_del_mvp,train,si,VEN_0134_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,98.8,train,VEN_0134_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,98,2,5,True,True,True,True,True
PERF_0135,Trabajo como repartidor de domicilios. También genero ingresos con editor de video. Quiero pagar deuda. Tengo como responsabilidad apoyo mensual madre o padre.,domicilios_mensajeria_y_reparto,dentro_del_mvp,train,si,VEN_0135_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,95.02,train,VEN_0135_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,92,2,0,True,True,True,True,True
PERF_0136,Trabajo como vendedor de tienda.,ventas_al_por_menor,dentro_del_mvp,train,si,VEN_0136_3,2026-04-01,2026-06-30,variable_resiliente,calculado,87.2,train,VEN_0136_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,99,2,6,True,True,True,True,True
PERF_0137,Trabajo como editor de video. En mi tiempo libre disfruto turismo y viajes y fotografia y video.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,train,si,VEN_0137_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,91.67,train,VEN_0137_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_VIGILAR_RESERVA,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,90,3,4,True,True,True,True,True
PERF_0138,Trabajo como docente de educación básica secundaria. También genero ingresos con ciclista. En mi tiempo libre disfruto impresion 3d y cocina y reposteria. Quiero comprar equipo de trabajo.,docencia_y_formacion,dentro_del_mvp,train,si,VEN_0138_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,73.65,train,VEN_0138_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_REVISAR_CAMBIO_RECIENTE,solicitar_contexto,modelo_restringido,requerida,cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,94,3,5,True,True,True,True,True
PERF_0139,Trabajo como horticultor. Tengo como responsabilidad gastos de un hijo.,agricultura,dentro_del_mvp,train,si,VEN_0139_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,95.24,train,VEN_0139_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,99,2,5,True,True,True,True,True
PERF_0140,Trabajo como barbero. En mi tiempo libre disfruto ciclismo y manualidades y artesanias. Tengo como responsabilidad apoyo mensual madre o padre.,peluqueria_y_barberia,dentro_del_mvp,test,si,VEN_0140_3,2026-04-01,2026-06-30,situacion_critica,calculado,99.42,test,VEN_0140_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,93,1,2,True,True,True,True,True
PERF_0141,Trabajo como ingeniero de software. También genero ingresos con nutricionista dietista. En mi tiempo libre disfruto pintura. Quiero pagar deuda.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,train,si,VEN_0141_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,97.54,train,VEN_0141_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,93,3,0,True,True,True,True,True
PERF_0142,Trabajo como nutricionista dietista. Quiero hacer viaje. Tengo como responsabilidad apoyo mensual madre o padre.,nutricion_y_dietetica,dentro_del_mvp,train,si,VEN_0142_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,97.47,train,VEN_0142_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,98,2,4,True,True,True,True,True
PERF_0143,Trabajo como disc jockey. En mi tiempo libre disfruto manualidades y artesanias. Quiero comprar bicicleta.,musica_y_entretenimiento_dj,dentro_del_mvp,validation,si,VEN_0143_3,2026-04-01,2026-06-30,variable_resiliente,calculado,95.92,validation,VEN_0143_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,95,1,5,True,True,True,True,True
PERF_0144,Trabajo como ciclista. También genero ingresos con barbero. En mi tiempo libre disfruto musica. Quiero pagar deuda. Tengo como responsabilidad gastos de un hijo.,deporte_competitivo_ciclismo,dentro_del_mvp,train,si,VEN_0144_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,93.06,train,VEN_0144_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,96,3,6,True,True,True,True,True
PERF_0145,Trabajo como repartidor de domicilios. En mi tiempo libre disfruto fotografia y video y manualidades y artesanias. Quiero pagar deuda. Tengo como responsabilidad gastos de un hijo.,domicilios_mensajeria_y_reparto,dentro_del_mvp,test,si,VEN_0145_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,66.36,test,VEN_0145_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,requerida,cobertura_esencial_menor_a_un_mes | cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,91,1,4,True,True,True,True,True
PERF_0146,Trabajo como vendedor de tienda. Quiero comprar equipo de trabajo. Tengo como responsabilidad gastos de un hijo.,ventas_al_por_menor,dentro_del_mvp,train,si,VEN_0146_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,96.62,train,VEN_0146_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,98,4,1,True,True,True,True,True
PERF_0147,Trabajo como editor de video. En mi tiempo libre disfruto turismo y viajes. Tengo como responsabilidad ninguna declarada.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,train,si,VEN_0147_3,2026-04-01,2026-06-30,situacion_critica,calculado,99.88,train,VEN_0147_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,99,3,0,True,True,True,True,True
PERF_0148,Trabajo como docente de educación básica secundaria. Quiero mejorar vivienda. Tengo como responsabilidad apoyo parcial a dos familiares.,docencia_y_formacion,dentro_del_mvp,train,si,VEN_0148_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,98.69,train,VEN_0148_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,92,1,3,True,True,True,True,True
PERF_0149,Trabajo como horticultor. En mi tiempo libre disfruto jardineria y agricultura urbana y fotografia y video. Quiero comprar bicicleta.,agricultura,dentro_del_mvp,train,si,VEN_0149_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,96.1,train,VEN_0149_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,99,2,4,True,True,True,True,True
PERF_0150,Trabajo como barbero. En mi tiempo libre disfruto ciclismo. Tengo como responsabilidad gastos de un hijo.,peluqueria_y_barberia,dentro_del_mvp,train,si,VEN_0150_3,2026-04-01,2026-06-30,variable_resiliente,calculado,79.92,train,VEN_0150_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,100,1,2,True,True,True,True,True
PERF_0151,Trabajo como ingeniero de software. En mi tiempo libre disfruto pintura y videojuegos y streaming.,ingenieria_y_desarrollo_de_software,dentro_del_mvp,train,si,VEN_0151_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,99.92,train,VEN_0151_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,94,2,7,True,True,True,True,True
PERF_0152,Trabajo como nutricionista dietista. También genero ingresos con docente de educación básica secundaria. En mi tiempo libre disfruto cocina y reposteria y impresion 3d. Quiero hacer viaje. Tengo como responsabilidad gastos de un hijo.,nutricion_y_dietetica,dentro_del_mvp,train,si,VEN_0152_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,76.12,train,VEN_0152_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_REVISAR_CAMBIO_RECIENTE,solicitar_contexto,modelo_restringido,requerida,cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,100,2,6,True,True,True,True,True
PERF_0153,Trabajo como disc jockey. También genero ingresos con editor de video. Tengo como responsabilidad apoyo mensual madre o padre.,musica_y_entretenimiento_dj,dentro_del_mvp,validation,si,VEN_0153_3,2026-04-01,2026-06-30,fragilidad_sostenida,calculado,98.43,validation,VEN_0153_3,2026-04-01,2026-06-30,fragilidad_sostenida,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,modelo_restringido,no_requerida,proteccion_esencial_por_fragilidad | hobbies_no_eliminados_automaticamente,94,2,3,True,True,True,True,True
PERF_0154,Trabajo como ciclista. También genero ingresos con barbero. Quiero ampliar actividad economica.,deporte_competitivo_ciclismo,dentro_del_mvp,train,si,VEN_0154_3,2026-04-01,2026-06-30,situacion_critica,calculado,100.0,train,VEN_0154_3,2026-04-01,2026-06-30,situacion_critica,recomendacion_disponible,REC_PLAN_CONTENCION,aplicar,modelo_restringido,requerida,situacion_critica_con_revision_humana | hobbies_no_eliminados_automaticamente,96,4,4,True,True,True,True,True
PERF_0155,Trabajo como repartidor de domicilios. También genero ingresos con disc jockey.,domicilios_mensajeria_y_reparto,dentro_del_mvp,train,si,VEN_0155_3,2026-04-01,2026-06-30,acumulacion_estable,calculado,97.94,train,VEN_0155_3,2026-04-01,2026-06-30,acumulacion_estable,recomendacion_disponible,REC_MANTENER_ACUMULACION,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,92,1,2,True,True,True,True,True
PERF_0156,Trabajo como vendedor de tienda. En mi tiempo libre disfruto videojuegos y streaming. Quiero crear fondo emergencia.,ventas_al_por_menor,dentro_del_mvp,train,si,VEN_0156_3,2026-04-01,2026-06-30,equilibrio_sostenible,calculado,96.33,train,VEN_0156_3,2026-04-01,2026-06-30,equilibrio_sostenible,recomendacion_disponible,REC_CREAR_MARGEN,sugerir,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,96,3,3,True,True,True,True,True
PERF_0157,Trabajo como editor de video. En mi tiempo libre disfruto turismo y viajes y pintura.,diseno_audiovisual_y_edicion_de_video,dentro_del_mvp,train,si,VEN_0157_3,2026-04-01,2026-06-30,variable_resiliente,calculado,86.53,train,VEN_0157_3,2026-04-01,2026-06-30,variable_resiliente,recomendacion_disponible,REC_RESERVA_PICOS,aplicar,modelo_restringido,no_requerida,hobbies_no_eliminados_automaticamente,93,2,2,True,True,True,True,True
PERF_0158,Trabajo como docente de educación básica secundaria.,docencia_y_formacion,dentro_del_mvp,train,si,VEN_0158_3,2026-04-01,2026-06-30,uso_planificado_reserva,calculado,94.21,train,VEN_0158_3,2026-04-01,2026-06-30,uso_planificado_reserva,recomendacion_disponible,REC_PRIORIZAR_COBERTURA,aplicar,guarda_etica,no_requerida,cobertura_esencial_menor_a_un_mes | hobbies_no_eliminados_automaticamente,95,3,8,True,True,True,True,True
PERF_0159,Trabajo como horticultor. En mi tiempo libre disfruto jardineria y agricultura urbana y pintura. Quiero mejorar vivienda.,agricultura,dentro_del_mvp,train,si,VEN_0159_3,2026-04-01,2026-06-30,deterioro_reciente,calculado,65.54,train,VEN_0159_3,2026-04-01,2026-06-30,deterioro_reciente,recomendacion_disponible,REC_REVISAR_CAMBIO_RECIENTE,solicitar_contexto,modelo_restringido,requerida,cambio_reciente_requiere_revision | hobbies_no_eliminados_automaticamente,95,1,4,True,True,True,True,True
