perfil_id,descripcion_normalizada,direccion,tipo_movimiento,categoria_principal,ocurrencias,fecha_inicial,fecha_final,valor_mediano,dataset_declara_recurrente,regularidad_dataset,estado_ingreso_perfil,fechas_distintas,intervalo_mediano_dias,dispersion_intervalo_dias,cadencia_observada,regularidad_pct,estado_patron,naturaleza_observada,nivel_incertidumbre
PERF_0126,transferencia ayuda,salida,transferencia_apoyo,Transferencias y apoyo,1,2026-06-04,2026-06-04,866000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0126,medicamentos,salida,gasto,Salud,1,2026-06-08,2026-06-08,743000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0126,plataforma videojuegos,salida,gasto,Ocio,1,2026-06-10,2026-06-10,171000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0126,arreglo vivienda,salida,gasto,Vivienda,1,2026-06-13,2026-06-13,577000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0126,taller vehiculo,salida,gasto,Transporte,1,2026-06-22,2026-06-22,326000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0126,filamento impresion 3d,salida,gasto,Ocio,1,2026-06-23,2026-06-23,398000.0,True,fijo,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0126,prestamo informal a tercero,salida,transferencia_apoyo,Transferencias y apoyo,1,2026-06-23,2026-06-23,739000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,hotel viaje,salida,gasto,Ocio,1,2026-04-01,2026-04-01,85000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,filamento impresion 3d,salida,gasto,Ocio,1,2026-04-01,2026-04-01,125000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,pago arriendo,salida,gasto,Vivienda,3,2026-04-03,2026-06-01,911000.0,True,fijo,mixto,3,29.5,2.5,mensual,100.0,regularidad_observada,fijo,media
PERF_0127,herramienta educativa,salida,gasto,Educación,3,2026-04-04,2026-04-25,144000.0,False,variable,mixto,3,10.5,8.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0127,ferreteria reparacion,salida,gasto,Vivienda,1,2026-04-04,2026-04-04,103000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,taller vehiculo,salida,gasto,Transporte,2,2026-04-04,2026-04-27,134000.0,False,variable,mixto,2,23.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0127,pago ingreso principal,entrada,ingreso_generado,Ingresos laborales,3,2026-04-05,2026-06-05,960000.0,True,fijo,mixto,3,30.5,0.5,mensual,100.0,regularidad_observada,fijo,media
PERF_0127,boleteria,salida,gasto,Ocio,1,2026-04-06,2026-04-06,122000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,factura internet,salida,gasto,Servicios,3,2026-04-08,2026-06-08,174000.0,True,fijo,mixto,3,30.5,3.5,mensual,100.0,regularidad_observada,fijo,media
PERF_0127,transferencia a tercero,salida,transferencia_apoyo,Transferencias y apoyo,3,2026-04-08,2026-05-20,150000.0,True,fijo,mixto,3,21.0,15.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0127,copago salud,salida,gasto,Salud,2,2026-04-09,2026-06-01,178500.0,True,fijo,mixto,2,53.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0127,tienda ropa,salida,gasto,Vestimenta,1,2026-04-10,2026-04-10,148000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,recarga transporte,salida,gasto,Transporte,3,2026-04-14,2026-06-26,240000.0,True,fijo,mixto,3,36.5,14.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0127,netflix,salida,gasto,Ocio,4,2026-04-18,2026-06-13,76500.0,True,fijo,mixto,4,11.0,7.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0127,factura energia,salida,gasto,Servicios,4,2026-04-20,2026-06-08,162500.0,True,fijo,mixto,3,24.5,5.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0127,pedido restaurante,salida,gasto,Alimentación,1,2026-04-20,2026-04-20,159000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,juego digital,salida,gasto,Ocio,1,2026-04-21,2026-04-21,149000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,accesorio camara,salida,gasto,Inversión productiva,1,2026-04-21,2026-04-21,194000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,ingreso adicional,entrada,ingreso_generado,Trabajo independiente,21,2026-04-21,2026-06-29,957000.0,True,fijo,mixto,17,4.0,1.0,irregular,43.75,sin_regularidad_suficiente,variable,media
PERF_0127,zapateria,salida,gasto,Vestimenta,1,2026-04-22,2026-04-22,48000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,supermercado,salida,gasto,Alimentación,3,2026-04-25,2026-06-01,242000.0,True,fijo,mixto,3,18.5,1.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0127,seguro salud,salida,gasto,Salud,2,2026-04-26,2026-06-03,208000.0,True,fijo,mixto,2,38.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0127,licencia adobe,salida,gasto,Inversión productiva,4,2026-05-02,2026-06-07,253000.0,True,fijo,mixto,3,18.0,15.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0127,disco duro proyecto,salida,gasto,Inversión productiva,2,2026-05-02,2026-06-22,223500.0,True,fijo,mixto,2,51.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0127,cafeteria,salida,gasto,Alimentación,1,2026-05-03,2026-05-03,131000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,reverso compra tarjeta,entrada,devolucion,Devoluciones y reembolsos,1,2026-05-03,2026-05-03,220000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,laboratorio clinico,salida,gasto,Salud,1,2026-05-08,2026-05-08,109000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,consulta medica,salida,gasto,Salud,1,2026-05-12,2026-05-12,191000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,apoyo familiar,salida,transferencia_apoyo,Transferencias y apoyo,1,2026-05-17,2026-05-17,136000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,banco musica stock,salida,gasto,Inversión productiva,3,2026-05-18,2026-06-10,297000.0,True,fijo,mixto,3,11.5,9.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0127,almacen moda,salida,gasto,Vestimenta,1,2026-05-18,2026-05-18,122000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,administracion conjunto,salida,gasto,Vivienda,2,2026-05-23,2026-06-14,193500.0,True,fijo,mixto,2,22.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0127,libreria,salida,gasto,Educación,2,2026-05-23,2026-06-28,80000.0,True,fijo,mixto,2,36.0,0.0,mensual,100.0,posible_recurrencia,fijo,alta
PERF_0127,transmilenio,salida,gasto,Transporte,1,2026-05-27,2026-05-27,112000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,prestamo informal a tercero,salida,transferencia_apoyo,Transferencias y apoyo,1,2026-05-29,2026-05-29,159000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,transferencia ayuda,salida,transferencia_apoyo,Transferencias y apoyo,1,2026-05-30,2026-05-30,223000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,almuerzo,salida,gasto,Alimentación,1,2026-06-01,2026-06-01,167000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,uniforme trabajo,salida,gasto,Vestimenta,1,2026-06-06,2026-06-06,75000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,compra pos,salida,gasto,Otra / ambigua,1,2026-06-06,2026-06-06,107000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,sastreria,salida,gasto,Vestimenta,1,2026-06-09,2026-06-09,171000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,accesorios personales,salida,gasto,Vestimenta,1,2026-06-13,2026-06-13,87000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,factura gas,salida,gasto,Servicios,1,2026-06-20,2026-06-20,114000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,factura agua,salida,gasto,Servicios,1,2026-06-20,2026-06-20,204000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0127,reserva viaje,salida,gasto,Ocio,1,2026-06-29,2026-06-29,128000.0,False,variable,mixto,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,cuota hipoteca,salida,gasto,Vivienda,3,2026-04-01,2026-06-05,1283000.0,True,fijo,fijo,3,32.5,1.5,mensual,100.0,regularidad_observada,fijo,media
PERF_0128,pago intereses,salida,pago_deuda,Deuda y financiación,7,2026-04-01,2026-05-25,294000.0,True,fijo,fijo,7,6.5,2.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0128,publicidad tienda,salida,gasto,Inversión productiva,2,2026-04-04,2026-06-02,398000.0,True,fijo,fijo,2,59.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0128,bus urbano,salida,gasto,Transporte,1,2026-04-05,2026-04-05,285000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,pago ingreso principal,entrada,ingreso_generado,Ingresos laborales,3,2026-04-05,2026-06-05,560000.0,True,fijo,fijo,3,30.5,0.5,mensual,100.0,regularidad_observada,fijo,media
PERF_0128,factura energia,salida,gasto,Servicios,4,2026-04-08,2026-06-20,270000.0,True,fijo,fijo,4,31.0,7.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0128,bolsas y empaques,salida,gasto,Inversión productiva,3,2026-04-08,2026-05-12,435000.0,True,fijo,fijo,3,17.0,2.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0128,supermercado,salida,gasto,Alimentación,4,2026-04-15,2026-06-08,235000.0,True,fijo,fijo,4,20.0,0.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0128,recarga transporte,salida,gasto,Transporte,3,2026-04-15,2026-06-14,297000.0,True,fijo,fijo,3,30.0,5.0,mensual,100.0,regularidad_observada,fijo,media
PERF_0128,ingredientes especiales,salida,gasto,Ocio,4,2026-04-15,2026-06-30,206000.0,True,fijo,fijo,4,8.0,6.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0128,estacion servicio,salida,gasto,Transporte,1,2026-04-16,2026-04-16,66000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,pedido restaurante,salida,gasto,Alimentación,1,2026-04-17,2026-04-17,131000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,calzado,salida,gasto,Vestimenta,2,2026-04-18,2026-04-27,169000.0,False,variable,fijo,2,9.0,0.0,semanal,100.0,posible_recurrencia,fijo,alta
PERF_0128,factura internet,salida,gasto,Servicios,3,2026-04-20,2026-06-12,199000.0,True,fijo,fijo,3,26.5,8.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0128,libros para clase,salida,gasto,Inversión productiva,1,2026-04-20,2026-04-20,504000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,ferreteria reparacion,salida,gasto,Vivienda,1,2026-04-25,2026-04-25,218000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,uniforme trabajo,salida,gasto,Vestimenta,1,2026-04-28,2026-04-28,214000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,repuesto impresora 3d,salida,gasto,Ocio,1,2026-04-28,2026-04-28,220000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,compra inventario,salida,gasto,Inversión productiva,2,2026-04-30,2026-06-28,350000.0,True,fijo,fijo,2,59.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0128,accesorios personales,salida,gasto,Vestimenta,2,2026-05-01,2026-06-18,225000.0,True,fijo,fijo,2,48.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0128,entrada evento,salida,gasto,Ocio,1,2026-05-01,2026-05-01,69000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,boleteria,salida,gasto,Ocio,2,2026-05-01,2026-06-11,186000.0,True,fijo,fijo,2,41.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0128,tienda videojuegos,salida,gasto,Ocio,1,2026-05-02,2026-05-02,217000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,drogueria,salida,gasto,Salud,1,2026-05-03,2026-05-03,254000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,plataforma educativa,salida,gasto,Inversión productiva,1,2026-05-05,2026-05-05,412000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,arreglo vivienda,salida,gasto,Vivienda,2,2026-05-06,2026-06-12,163500.0,True,fijo,fijo,2,37.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0128,utensilios reposteria,salida,gasto,Ocio,3,2026-05-09,2026-06-21,175000.0,True,fijo,fijo,3,21.5,1.5,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0128,curso de cocina,salida,gasto,Ocio,3,2026-05-10,2026-05-19,95000.0,False,variable,fijo,3,4.5,0.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0128,factura gas,salida,gasto,Servicios,2,2026-05-15,2026-05-20,284500.0,False,variable,fijo,2,5.0,0.0,semanal,100.0,posible_recurrencia,fijo,alta
PERF_0128,prestamo informal a tercero,salida,transferencia_apoyo,Transferencias y apoyo,1,2026-05-21,2026-05-21,322000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,transferencia a tercero,salida,transferencia_apoyo,Transferencias y apoyo,3,2026-05-21,2026-06-22,79000.0,True,fijo,fijo,2,32.0,0.0,mensual,100.0,posible_recurrencia,fijo,alta
PERF_0128,tienda alimentos,salida,gasto,Alimentación,1,2026-05-26,2026-05-26,269000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,transferencia ayuda,salida,transferencia_apoyo,Transferencias y apoyo,1,2026-05-26,2026-05-26,347000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,herramienta educativa,salida,gasto,Educación,1,2026-05-29,2026-05-29,127000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,sastreria,salida,gasto,Vestimenta,2,2026-06-06,2026-06-20,185500.0,False,variable,fijo,2,14.0,0.0,quincenal,100.0,posible_recurrencia,fijo,alta
PERF_0128,curso en linea,salida,gasto,Educación,3,2026-06-07,2026-06-22,202000.0,False,variable,fijo,3,7.5,5.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0128,factura agua,salida,gasto,Servicios,1,2026-06-08,2026-06-08,367000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,app transporte,salida,gasto,Transporte,1,2026-06-10,2026-06-10,249000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,cafeteria,salida,gasto,Alimentación,1,2026-06-16,2026-06-16,246000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,libreria,salida,gasto,Educación,1,2026-06-19,2026-06-19,159000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,spotify,salida,gasto,Ocio,1,2026-06-20,2026-06-20,206000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,reserva viaje,salida,gasto,Ocio,1,2026-06-24,2026-06-24,118000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0128,zapateria,salida,gasto,Vestimenta,1,2026-06-28,2026-06-28,212000.0,False,variable,fijo,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,app transporte,salida,gasto,Transporte,1,2026-04-02,2026-04-02,96000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,semillas jardin,salida,gasto,Ocio,3,2026-04-03,2026-04-19,65000.0,False,variable,variable,3,8.0,5.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0129,pago arriendo,salida,gasto,Vivienda,3,2026-04-05,2026-06-02,765000.0,True,fijo,variable,3,29.0,1.0,mensual,100.0,regularidad_observada,fijo,media
PERF_0129,administracion conjunto,salida,gasto,Vivienda,5,2026-04-05,2026-06-17,215000.0,True,fijo,variable,5,20.0,8.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0129,pago cuota deuda,salida,pago_deuda,Deuda y financiación,5,2026-04-07,2026-06-19,112000.0,True,fijo,variable,5,14.5,3.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0129,laboratorio clinico,salida,gasto,Salud,1,2026-04-09,2026-04-09,182000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,supermercado,salida,gasto,Alimentación,3,2026-04-10,2026-06-01,224000.0,True,fijo,variable,3,26.0,13.0,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0129,factura energia,salida,gasto,Servicios,3,2026-04-12,2026-06-20,185000.0,True,fijo,variable,3,34.5,8.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0129,viaje movilidad,salida,gasto,Transporte,1,2026-04-13,2026-04-13,34000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,zapateria,salida,gasto,Vestimenta,1,2026-04-13,2026-04-13,67000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,ferreteria reparacion,salida,gasto,Vivienda,2,2026-04-14,2026-05-31,107500.0,True,fijo,variable,2,47.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0129,abono mercado campesino,entrada,ingreso_generado,Ventas y actividad comercial,3,2026-04-14,2026-06-20,1147000.0,True,fijo,variable,3,33.5,22.5,irregular,50.0,sin_regularidad_suficiente,variable,media
PERF_0129,recarga transporte,salida,gasto,Transporte,4,2026-04-17,2026-06-28,160500.0,True,fijo,variable,4,18.0,10.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0129,vivero urbano,salida,gasto,Ocio,4,2026-04-18,2026-05-07,86000.0,True,fijo,variable,4,8.0,1.0,irregular,66.67,sin_regularidad_suficiente,variable,media
PERF_0129,factura internet,salida,gasto,Servicios,5,2026-04-20,2026-06-20,132000.0,True,fijo,variable,4,25.0,6.0,irregular,66.67,sin_regularidad_suficiente,variable,media
PERF_0129,factura agua,salida,gasto,Servicios,3,2026-04-20,2026-05-08,184000.0,True,fijo,variable,2,18.0,0.0,quincenal,100.0,posible_recurrencia,fijo,alta
PERF_0129,plataforma streaming,salida,gasto,Ocio,2,2026-04-22,2026-06-17,115000.0,True,fijo,variable,2,56.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0129,donacion,salida,transferencia_apoyo,Transferencias y apoyo,1,2026-04-22,2026-04-22,65000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,pago institucion,salida,gasto,Educación,1,2026-04-22,2026-04-22,104000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,apoyo familiar,salida,transferencia_apoyo,Transferencias y apoyo,2,2026-04-23,2026-06-26,110000.0,True,fijo,variable,2,64.0,0.0,bimestral,100.0,posible_recurrencia,estacional,alta
PERF_0129,almacen moda,salida,gasto,Vestimenta,2,2026-04-24,2026-05-21,105500.0,True,fijo,variable,2,27.0,0.0,mensual,100.0,posible_recurrencia,fijo,alta
PERF_0129,pago cosecha,entrada,ingreso_generado,Ventas y actividad comercial,4,2026-04-26,2026-06-04,1496500.0,True,fijo,variable,4,4.0,2.0,irregular,33.33,sin_regularidad_suficiente,variable,media
PERF_0129,matera y sustrato,salida,gasto,Ocio,1,2026-04-29,2026-04-29,115000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,prestamo informal a tercero,salida,transferencia_apoyo,Transferencias y apoyo,1,2026-04-29,2026-04-29,144000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,herramienta educativa,salida,gasto,Educación,3,2026-04-30,2026-06-21,109000.0,True,fijo,variable,3,26.0,0.0,mensual,100.0,regularidad_observada,fijo,media
PERF_0129,calzado,salida,gasto,Vestimenta,1,2026-05-04,2026-05-04,158000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,venta productos agricolas,entrada,ingreso_generado,Ventas y actividad comercial,1,2026-05-04,2026-05-04,779000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,combustible,salida,gasto,Transporte,1,2026-05-08,2026-05-08,73000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,accesorios personales,salida,gasto,Vestimenta,1,2026-05-10,2026-05-10,84000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,hotel turismo,salida,gasto,Ocio,1,2026-05-11,2026-05-11,110000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,debito comercio,salida,gasto,Otra / ambigua,1,2026-05-17,2026-05-17,82000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,mercado barrio,salida,gasto,Alimentación,1,2026-05-17,2026-05-17,129000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,app domicilio comida,salida,gasto,Alimentación,1,2026-05-18,2026-05-18,92000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,transporte cosecha,salida,gasto,Inversión productiva,1,2026-05-19,2026-05-19,247000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,comida rapida,salida,gasto,Alimentación,2,2026-05-20,2026-05-30,137000.0,False,variable,variable,2,10.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0129,medicamentos,salida,gasto,Salud,2,2026-05-21,2026-06-06,207500.0,True,fijo,variable,2,16.0,0.0,quincenal,100.0,posible_recurrencia,fijo,alta
PERF_0129,estacion servicio,salida,gasto,Transporte,1,2026-05-22,2026-05-22,106000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,rendimientos inversion,entrada,ingreso_generado,Rentas y rendimientos,1,2026-05-23,2026-05-23,178000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,sastreria,salida,gasto,Vestimenta,1,2026-05-24,2026-05-24,99000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,transferencia a tercero,salida,transferencia_apoyo,Transferencias y apoyo,2,2026-05-28,2026-06-24,79500.0,True,fijo,variable,2,27.0,0.0,mensual,100.0,posible_recurrencia,fijo,alta
PERF_0129,libreria,salida,gasto,Educación,3,2026-06-03,2026-06-06,119000.0,False,variable,variable,2,3.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0129,herramientas cultivo,salida,gasto,Inversión productiva,2,2026-06-05,2026-06-06,317500.0,False,variable,variable,2,1.0,0.0,diaria,100.0,posible_recurrencia,fijo,alta
PERF_0129,consulta medica,salida,gasto,Salud,1,2026-06-05,2026-06-05,134000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,pedido restaurante,salida,gasto,Alimentación,1,2026-06-07,2026-06-07,83000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,repuesto transporte,salida,gasto,Transporte,1,2026-06-07,2026-06-07,106000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,factura gas,salida,gasto,Servicios,1,2026-06-08,2026-06-08,188000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,arreglo prenda,salida,gasto,Vestimenta,1,2026-06-09,2026-06-09,133000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,reverso compra tarjeta,entrada,devolucion,Devoluciones y reembolsos,1,2026-06-11,2026-06-11,230000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,plan celular,salida,gasto,Servicios,2,2026-06-12,2026-06-15,211000.0,False,variable,variable,2,3.0,0.0,irregular,0.0,sin_regularidad_suficiente,variable,media
PERF_0129,uniforme trabajo,salida,gasto,Vestimenta,1,2026-06-15,2026-06-15,154000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,bus urbano,salida,gasto,Transporte,1,2026-06-17,2026-06-17,208000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,netflix,salida,gasto,Ocio,1,2026-06-26,2026-06-26,66000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,tienda videojuegos,salida,gasto,Ocio,1,2026-06-30,2026-06-30,56000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
PERF_0129,transmilenio,salida,gasto,Transporte,1,2026-06-30,2026-06-30,217000.0,False,variable,variable,1,,,no_determinable,0.0,evidencia_insuficiente,no_determinable,alta
