ventana_id,perfil_id,fecha_corte,periodo_desde,periodo_hasta,estado_esperado,estado_modelo,estado_calculo_modelo,confianza_pct,nivel_incertidumbre_modelo,particion,prob_acumulacion_estable_pct,prob_equilibrio_sostenible_pct,prob_variable_resiliente_pct,prob_deterioro_reciente_pct,prob_fragilidad_sostenida_pct,prob_situacion_critica_pct,prob_uso_planificado_reserva_pct
VEN_0094_2,PERF_0094,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,94.89,baja,train,4.95,0.0,94.89,0.16,0.0,0.0,0.0
VEN_0094_3,PERF_0094,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,95.76,baja,train,0.3,1.87,95.76,1.68,0.0,0.0,0.39
VEN_0095_1,PERF_0095,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,99.37,baja,test,99.37,0.08,0.54,0.0,0.0,0.0,0.0
VEN_0095_2,PERF_0095,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,93.05,baja,test,0.0,1.34,4.57,1.04,0.0,0.0,93.05
VEN_0095_3,PERF_0095,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,99.04,baja,test,0.0,0.15,0.55,0.26,0.0,0.0,99.04
VEN_0096_1,PERF_0096,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,87.58,baja,train,2.47,87.58,2.33,4.17,1.23,0.0,2.22
VEN_0096_2,PERF_0096,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,86.98,baja,train,0.89,86.98,5.97,5.32,0.17,0.2,0.47
VEN_0096_3,PERF_0096,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,78.7,baja,train,0.12,3.86,13.7,78.7,2.48,0.71,0.44
VEN_0097_1,PERF_0097,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,83.69,baja,test,0.0,0.7,1.25,83.69,14.23,0.0,0.12
VEN_0097_2,PERF_0097,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,91.36,baja,test,0.0,0.09,0.0,2.41,91.36,5.98,0.16
VEN_0097_3,PERF_0097,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,90.61,baja,test,0.0,0.46,0.12,1.81,90.61,6.99,0.0
VEN_0098_1,PERF_0098,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,86.13,baja,test,0.0,0.92,0.08,6.4,86.13,6.47,0.0
VEN_0098_2,PERF_0098,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,96.94,baja,test,0.0,0.02,0.0,0.34,2.7,96.94,0.0
VEN_0098_3,PERF_0098,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,97.63,baja,test,0.0,0.0,0.0,0.0,2.37,97.63,0.0
VEN_0099_1,PERF_0099,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,85.87,baja,train,85.87,13.57,0.36,0.2,0.0,0.0,0.0
VEN_0099_2,PERF_0099,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,96.53,baja,train,96.53,2.25,0.77,0.44,0.0,0.0,0.0
VEN_0099_3,PERF_0099,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,97.82,baja,train,97.82,1.26,0.7,0.21,0.0,0.0,0.0
VEN_0100_1,PERF_0100,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,93.29,baja,train,4.31,93.29,0.55,1.59,0.05,0.0,0.21
VEN_0100_2,PERF_0100,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,97.73,baja,train,0.35,97.73,0.93,0.99,0.0,0.0,0.0
VEN_0100_3,PERF_0100,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,97.6,baja,train,0.84,97.6,0.71,0.84,0.0,0.0,0.0
VEN_0101_1,PERF_0101,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,97.62,baja,train,2.38,97.62,0.0,0.0,0.0,0.0,0.0
VEN_0101_2,PERF_0101,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,54.65,media,train,0.13,2.76,54.65,39.26,0.32,0.0,2.88
VEN_0101_3,PERF_0101,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,94.07,baja,train,0.04,3.0,94.07,2.44,0.0,0.0,0.45
VEN_0102_1,PERF_0102,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,97.39,baja,validation,97.39,0.0,2.61,0.0,0.0,0.0,0.0
VEN_0102_2,PERF_0102,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,88.49,baja,validation,0.0,0.85,9.49,1.16,0.0,0.0,88.49
VEN_0102_3,PERF_0102,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,97.66,baja,validation,0.0,0.13,1.84,0.37,0.0,0.0,97.66
VEN_0103_1,PERF_0103,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,97.53,baja,train,2.16,97.53,0.3,0.0,0.0,0.0,0.0
VEN_0103_2,PERF_0103,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,93.22,baja,train,5.62,93.22,1.16,0.0,0.0,0.0,0.0
VEN_0103_3,PERF_0103,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,73.46,media,train,0.03,2.91,21.57,73.46,0.0,0.0,2.04
VEN_0104_1,PERF_0104,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,93.92,baja,train,0.0,0.63,0.37,93.92,4.87,0.0,0.2
VEN_0104_2,PERF_0104,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,99.4,baja,train,0.0,0.0,0.26,0.04,99.4,0.0,0.31
VEN_0104_3,PERF_0104,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,98.61,baja,train,0.0,0.0,0.36,0.48,98.61,0.43,0.12
VEN_0105_1,PERF_0105,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,98.24,baja,train,0.0,0.0,0.0,0.36,98.24,1.4,0.0
VEN_0105_2,PERF_0105,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,96.96,baja,train,0.0,0.0,0.0,0.0,3.04,96.96,0.0
VEN_0105_3,PERF_0105,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.27,baja,train,0.0,0.0,0.0,0.0,0.73,99.27,0.0
VEN_0106_1,PERF_0106,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,92.31,baja,train,92.31,7.37,0.32,0.0,0.0,0.0,0.0
VEN_0106_2,PERF_0106,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,93.95,baja,train,93.95,5.02,1.03,0.0,0.0,0.0,0.0
VEN_0106_3,PERF_0106,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,96.39,baja,train,96.39,1.75,1.86,0.0,0.0,0.0,0.0
VEN_0107_1,PERF_0107,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.43,baja,train,0.95,98.43,0.43,0.08,0.0,0.0,0.1
VEN_0107_2,PERF_0107,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,97.53,baja,train,1.67,97.53,0.66,0.13,0.0,0.0,0.0
VEN_0107_3,PERF_0107,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.11,baja,train,1.73,98.11,0.16,0.0,0.0,0.0,0.0
VEN_0108_1,PERF_0108,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,94.94,baja,train,4.06,94.94,0.4,0.15,0.0,0.0,0.44
VEN_0108_2,PERF_0108,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,75.56,baja,train,0.32,2.51,75.56,6.76,0.33,0.0,14.53
VEN_0108_3,PERF_0108,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,91.84,baja,train,0.27,5.01,91.84,2.14,0.0,0.0,0.75
VEN_0109_1,PERF_0109,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,99.34,baja,train,99.34,0.66,0.0,0.0,0.0,0.0,0.0
VEN_0109_2,PERF_0109,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,96.74,baja,train,0.0,0.13,3.08,0.05,0.0,0.0,96.74
VEN_0109_3,PERF_0109,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,99.11,baja,train,0.0,0.06,0.64,0.18,0.0,0.0,99.11
VEN_0110_1,PERF_0110,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,85.96,baja,train,11.23,85.96,2.17,0.54,0.09,0.0,0.0
VEN_0110_2,PERF_0110,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,91.59,baja,train,5.97,91.59,1.67,0.61,0.0,0.0,0.17
VEN_0110_3,PERF_0110,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,80.44,baja,train,0.0,0.12,18.51,80.44,0.0,0.0,0.93
VEN_0111_1,PERF_0111,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,96.85,baja,train,0.0,0.94,0.05,96.85,2.01,0.0,0.15
VEN_0111_2,PERF_0111,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,98.98,baja,train,0.0,0.07,0.21,0.59,98.98,0.15,0.0
VEN_0111_3,PERF_0111,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,98.37,baja,train,0.0,0.0,0.0,0.0,98.37,1.63,0.0
VEN_0112_1,PERF_0112,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,95.25,baja,train,0.0,0.26,0.0,1.64,95.25,2.69,0.16
VEN_0112_2,PERF_0112,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,94.59,baja,train,0.0,0.0,0.06,0.0,5.35,94.59,0.0
VEN_0112_3,PERF_0112,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,98.32,baja,train,0.0,0.0,0.0,0.0,1.68,98.32,0.0
VEN_0113_1,PERF_0113,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,98.37,baja,validation,98.37,0.85,0.78,0.0,0.0,0.0,0.0
VEN_0113_2,PERF_0113,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,96.13,baja,validation,96.13,3.16,0.71,0.0,0.0,0.0,0.0
VEN_0113_3,PERF_0113,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,97.32,baja,validation,97.32,2.27,0.4,0.0,0.0,0.0,0.0
VEN_0114_1,PERF_0114,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,96.98,baja,train,0.67,96.98,0.17,2.1,0.0,0.0,0.08
VEN_0114_2,PERF_0114,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,97.86,baja,train,0.39,97.86,0.88,0.88,0.0,0.0,0.0
VEN_0114_3,PERF_0114,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.64,baja,train,0.63,98.64,0.58,0.15,0.0,0.0,0.0
VEN_0115_1,PERF_0115,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,99.42,baja,train,0.23,99.42,0.0,0.15,0.0,0.0,0.2
VEN_0115_2,PERF_0115,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,59.44,media,train,0.17,12.24,59.44,25.12,0.25,0.0,2.79
VEN_0115_3,PERF_0115,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,66.74,media,train,0.0,5.73,66.74,24.84,1.39,0.0,1.29
VEN_0116_1,PERF_0116,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,98.68,baja,train,98.68,0.76,0.56,0.0,0.0,0.0,0.0
VEN_0116_2,PERF_0116,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,96.62,baja,train,0.0,0.0,2.74,0.64,0.0,0.0,96.62
VEN_0116_3,PERF_0116,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,98.07,baja,train,0.0,0.04,1.35,0.0,0.53,0.0,98.07
VEN_0117_1,PERF_0117,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.13,baja,train,0.95,98.13,0.41,0.51,0.0,0.0,0.0
VEN_0117_2,PERF_0117,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,96.69,baja,train,2.06,96.69,0.15,1.1,0.0,0.0,0.0
VEN_0117_3,PERF_0117,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,68.6,media,train,0.17,19.99,10.6,68.6,0.37,0.0,0.28
VEN_0118_1,PERF_0118,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,95.3,baja,train,0.0,0.67,0.08,95.3,3.87,0.0,0.08
VEN_0118_2,PERF_0118,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,99.87,baja,train,0.0,0.0,0.0,0.0,99.87,0.13,0.0
VEN_0118_3,PERF_0118,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,100.0,baja,train,0.0,0.0,0.0,0.0,100.0,0.0,0.0
VEN_0119_1,PERF_0119,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,92.17,baja,train,0.0,0.2,0.0,4.15,92.17,3.49,0.0
VEN_0119_2,PERF_0119,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,96.88,baja,train,0.0,0.0,0.0,0.0,3.12,96.88,0.0
VEN_0119_3,PERF_0119,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,97.78,baja,train,0.0,0.0,0.0,0.0,2.22,97.78,0.0
VEN_0120_1,PERF_0120,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,88.72,baja,train,88.72,9.6,0.46,0.92,0.0,0.0,0.3
VEN_0120_2,PERF_0120,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,98.24,baja,train,98.24,0.94,0.82,0.0,0.0,0.0,0.0
VEN_0120_3,PERF_0120,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,98.42,baja,train,98.42,0.33,1.25,0.0,0.0,0.0,0.0
VEN_0121_1,PERF_0121,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,97.52,baja,train,0.52,97.52,1.27,0.49,0.0,0.0,0.2
VEN_0121_2,PERF_0121,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,98.6,baja,train,0.49,98.6,0.91,0.0,0.0,0.0,0.0
VEN_0121_3,PERF_0121,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,94.96,baja,train,1.31,94.96,1.5,2.23,0.0,0.0,0.0
VEN_0122_1,PERF_0122,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.51,baja,train,0.95,98.51,0.18,0.37,0.0,0.0,0.0
VEN_0122_2,PERF_0122,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,65.29,media,train,0.0,2.98,65.29,28.88,0.47,0.0,2.37
VEN_0122_3,PERF_0122,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,94.45,baja,train,0.11,2.85,94.45,1.9,0.0,0.0,0.68
VEN_0123_1,PERF_0123,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,90.59,baja,train,90.59,8.13,1.28,0.0,0.0,0.0,0.0
VEN_0123_2,PERF_0123,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,55.36,media,train,0.16,2.96,30.0,10.73,0.79,0.0,55.36
VEN_0123_3,PERF_0123,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,99.48,baja,train,0.0,0.0,0.08,0.09,0.36,0.0,99.48
VEN_0124_1,PERF_0124,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,97.38,baja,train,0.49,97.38,1.18,0.32,0.0,0.0,0.64
VEN_0124_2,PERF_0124,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,99.57,baja,train,0.23,99.57,0.2,0.0,0.0,0.0,0.0
VEN_0124_3,PERF_0124,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,87.65,baja,train,0.2,0.83,10.58,87.65,0.0,0.0,0.73
VEN_0125_1,PERF_0125,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,91.43,baja,train,0.0,2.36,1.8,91.43,3.78,0.0,0.63
VEN_0125_2,PERF_0125,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,96.27,baja,train,0.0,0.01,0.4,0.64,96.27,0.97,1.7
VEN_0125_3,PERF_0125,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,97.41,baja,train,0.0,0.08,0.15,0.88,97.41,0.68,0.8
VEN_0126_1,PERF_0126,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,96.76,baja,train,0.0,0.06,0.0,2.49,96.76,0.68,0.0
VEN_0126_2,PERF_0126,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,97.58,baja,train,0.0,0.02,0.0,0.34,2.06,97.58,0.0
VEN_0126_3,PERF_0126,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,98.66,baja,train,0.0,0.0,0.0,0.0,1.34,98.66,0.0
VEN_0127_1,PERF_0127,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,98.08,baja,train,98.08,1.67,0.25,0.0,0.0,0.0,0.0
VEN_0127_2,PERF_0127,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,98.85,baja,train,98.85,0.32,0.67,0.16,0.0,0.0,0.0
VEN_0127_3,PERF_0127,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,98.49,baja,train,98.49,0.46,0.94,0.11,0.0,0.0,0.0
VEN_0128_1,PERF_0128,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.37,baja,train,1.18,98.37,0.27,0.18,0.0,0.0,0.0
VEN_0128_2,PERF_0128,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,96.75,baja,train,1.56,96.75,1.08,0.61,0.0,0.0,0.0
VEN_0128_3,PERF_0128,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,94.57,baja,train,4.35,94.57,0.92,0.15,0.0,0.0,0.0
VEN_0129_1,PERF_0129,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,97.5,baja,train,1.73,97.5,0.77,0.0,0.0,0.0,0.0
VEN_0129_2,PERF_0129,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,82.99,baja,train,0.25,2.22,82.99,4.74,0.04,0.0,9.76
VEN_0129_3,PERF_0129,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,86.25,baja,train,0.0,0.06,86.25,9.51,0.07,0.0,4.11
VEN_0130_1,PERF_0130,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,98.12,baja,train,98.12,0.61,1.07,0.2,0.0,0.0,0.0
VEN_0130_2,PERF_0130,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,60.32,media,train,0.0,1.25,34.96,3.47,0.0,0.0,60.32
VEN_0130_3,PERF_0130,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,99.2,baja,train,0.0,0.05,0.75,0.0,0.0,0.0,99.2
VEN_0131_1,PERF_0131,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,98.63,baja,train,1.09,98.63,0.15,0.13,0.0,0.0,0.0
VEN_0131_2,PERF_0131,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,92.67,baja,train,0.9,92.67,4.79,1.64,0.0,0.0,0.0
VEN_0131_3,PERF_0131,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,82.03,baja,train,0.14,2.17,14.47,82.03,0.0,0.0,1.2
VEN_0132_1,PERF_0132,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,84.96,baja,test,0.0,2.05,2.95,84.96,9.91,0.0,0.12
VEN_0132_2,PERF_0132,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,95.93,baja,test,0.0,0.28,0.21,1.94,95.93,1.39,0.24
VEN_0132_3,PERF_0132,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,92.69,baja,test,0.0,0.06,0.0,1.85,92.69,5.4,0.0
VEN_0133_1,PERF_0133,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,situacion_critica,calculado,69.56,media,test,0.0,0.11,0.0,0.64,29.68,69.56,0.0
VEN_0133_2,PERF_0133,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,94.94,baja,test,0.0,0.0,0.0,0.0,5.06,94.94,0.0
VEN_0133_3,PERF_0133,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,98.99,baja,test,0.0,0.0,0.0,0.0,1.01,98.99,0.0
VEN_0134_1,PERF_0134,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,89.97,baja,train,89.97,9.43,0.35,0.0,0.0,0.0,0.25
VEN_0134_2,PERF_0134,2026-05-31,2026-04-01,2026-05-31,acumulacion_estable,acumulacion_estable,calculado,96.87,baja,train,96.87,2.74,0.38,0.0,0.0,0.0,0.0
VEN_0134_3,PERF_0134,2026-06-30,2026-04-01,2026-06-30,acumulacion_estable,acumulacion_estable,calculado,98.8,baja,train,98.8,0.8,0.4,0.0,0.0,0.0,0.0
VEN_0135_1,PERF_0135,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,94.05,baja,train,4.12,94.05,0.4,1.43,0.0,0.0,0.0
VEN_0135_2,PERF_0135,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,93.32,baja,train,1.72,93.32,2.49,2.17,0.0,0.0,0.3
VEN_0135_3,PERF_0135,2026-06-30,2026-04-01,2026-06-30,equilibrio_sostenible,equilibrio_sostenible,calculado,95.02,baja,train,3.21,95.02,0.78,0.69,0.0,0.0,0.29
VEN_0136_1,PERF_0136,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,91.08,baja,train,1.24,91.08,1.31,3.07,1.04,0.0,2.27
VEN_0136_2,PERF_0136,2026-05-31,2026-04-01,2026-05-31,variable_resiliente,variable_resiliente,calculado,92.91,baja,train,4.05,0.87,92.91,2.01,0.0,0.0,0.16
VEN_0136_3,PERF_0136,2026-06-30,2026-04-01,2026-06-30,variable_resiliente,variable_resiliente,calculado,87.2,baja,train,10.81,0.16,87.2,1.82,0.0,0.0,0.0
VEN_0137_1,PERF_0137,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,92.5,baja,train,92.5,6.69,0.81,0.0,0.0,0.0,0.0
VEN_0137_2,PERF_0137,2026-05-31,2026-04-01,2026-05-31,uso_planificado_reserva,uso_planificado_reserva,calculado,97.46,baja,train,0.0,0.04,1.92,0.0,0.58,0.0,97.46
VEN_0137_3,PERF_0137,2026-06-30,2026-04-01,2026-06-30,uso_planificado_reserva,uso_planificado_reserva,calculado,91.67,baja,train,0.0,0.16,6.2,0.83,1.15,0.0,91.67
VEN_0138_1,PERF_0138,2026-04-30,2026-04-01,2026-04-30,equilibrio_sostenible,equilibrio_sostenible,calculado,93.89,baja,train,5.03,93.89,0.36,0.35,0.0,0.0,0.37
VEN_0138_2,PERF_0138,2026-05-31,2026-04-01,2026-05-31,equilibrio_sostenible,equilibrio_sostenible,calculado,94.8,baja,train,4.51,94.8,0.63,0.06,0.0,0.0,0.0
VEN_0138_3,PERF_0138,2026-06-30,2026-04-01,2026-06-30,deterioro_reciente,deterioro_reciente,calculado,73.65,media,train,0.13,2.8,21.74,73.65,0.0,0.0,1.68
VEN_0139_1,PERF_0139,2026-04-30,2026-04-01,2026-04-30,deterioro_reciente,deterioro_reciente,calculado,97.91,baja,train,0.0,0.52,1.26,97.91,0.19,0.0,0.12
VEN_0139_2,PERF_0139,2026-05-31,2026-04-01,2026-05-31,fragilidad_sostenida,fragilidad_sostenida,calculado,99.68,baja,train,0.0,0.0,0.0,0.2,99.68,0.0,0.12
VEN_0139_3,PERF_0139,2026-06-30,2026-04-01,2026-06-30,fragilidad_sostenida,fragilidad_sostenida,calculado,95.24,baja,train,0.0,0.0,0.0,0.49,95.24,4.27,0.0
VEN_0140_1,PERF_0140,2026-04-30,2026-04-01,2026-04-30,fragilidad_sostenida,fragilidad_sostenida,calculado,81.27,baja,test,0.0,0.04,0.0,0.97,81.27,17.72,0.0
VEN_0140_2,PERF_0140,2026-05-31,2026-04-01,2026-05-31,situacion_critica,situacion_critica,calculado,96.73,baja,test,0.0,0.0,0.0,0.0,3.27,96.73,0.0
VEN_0140_3,PERF_0140,2026-06-30,2026-04-01,2026-06-30,situacion_critica,situacion_critica,calculado,99.42,baja,test,0.0,0.0,0.0,0.0,0.58,99.42,0.0
VEN_0141_1,PERF_0141,2026-04-30,2026-04-01,2026-04-30,acumulacion_estable,acumulacion_estable,calculado,95.19,baja,train,95.19,4.23,0.58,0.0,0.0,0.0,0.0
